Numero_Requerimento;Rito_Requerimento;Numero_Processo;Data_requerimento;Data_Registro;Data_Encerramento;Status_Requerimento;Valor_Mobiliario;Tipo_requerimento;Bookbuilding;CNPJ_Emissor;Nome_Emissor;CNPJ_Lider;Nome_Lider;Grupo_Coordenador;Tipo_Oferta;Emissao;Qtde_Total_Registrada;Valor_Total_Registrado;Oferta_inicial;Oferta_vasos_comunicantes;Publico_alvo;Reabertura_serie;Titulo_classificado_como_sustentavel;Titulo_padronizado;Destinacao_recursos;Data_deliberacao_aprovou_oferta;Mercado_negociacao;Tipo_lastro;Regime_fiduciario;Ativos_alvo;Descricao_garantias;Descricao_lastro;Identificacao_devedores_coobrigados;Possibilidade_revolvencia;FIDC_nao_padronizado;Titulo_incentivado;Regime_distribuicao;Tipo_societario;Administrador;Gestor;Agente_fiduciario;Escriturador;Custodiante;Avaliador_Risco;Processo_SEI;Endereco_emissor_rede_mundial_computadores;Num_Invest_Pessoa_Natural;Qtde_VM_Pessoa_Natural;Num_Invest_Clube_Investimento;Qtde_VM_Clube_Investimento;Num_Invest_Fundos_Investimento;Qtde_VM_Fundos_Investimento;Num_Invest_Entidade_Previdencia_Privada;Qtde_VM_Entidade_Previdencia_Privada;Num_Invest_Companhia_Seguradora;Qtde_VM_Companhia_Seguradora;Num_Invest_Investidor_Estrangeiro;Qtde_VM_Investidor_Estrangeiro;Num_Invest_Instit_Intermed_Partic_Consorcio_Distrib;Qtde_VM_Instit_Intermed_Partic_Consorcio_Distrib;Num_Invest_Instit_Financ_Emissora_Partic_Consorcio;Qtde_VM_Instit_Financ_Emissora_Partic_Consorcio;Num_Invest_Demais_Instit_Financ;Qtde_VM_Demais_Instit_Financ;Num_Invest_Demais_Pessoa_Juridica_Emissora_Partic_Consorcio;Qtde_VM_Demais_Pessoa_Juridica_Emissora_Partic_Consorcio;Num_Invest_Demais_Pessoa_Juridica;Qtde_VM_Demais_Pessoa_Juridica;Num_Invest_Soc_Adm_Emp_Prop_Demais_Pess_Jurid_Emiss_Partic_Consorcio;Qdte_VM_Soc_Adm_Emp_Prop_Demais_Pess_Jurid_Emiss_Partic_Consorcio
2407;Automático;SRE/1533/2023;2023-07-27;2023-08-04;2023-08-11;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;08.467.115/0001-00;CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA;17.298.092/0001-30;BANCO ITAU BBA  S.A.;COORDENADOR PLENO;PRIMARIA;3;180000;180000000.0;;;Profissional;N;N;N;Os recursos serão destinados ao custeio das despesas já incorridas e/ou a incorrer relativas ao Projeto, nos termos da Escritura de Emissão e do artigo 2º, parágrafo 1º, da Lei 12.431, e do Decreto 8.874;14/07/2023;CETIP21 - Títulos e Valores Mobiliários, administrado e operacionalizado pela B3;;;;;;;;;S;Garantia Firme de Colocação;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Corretora de Valores S.A.;;Standard & Poor's Ratings do Brasil Ltda;;https://ri.equatorialenergia.com.br/pt-br/;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;180000;0;0;0;0;0;0;0;0
2410;Automático;SRE/1535/2023;2023-07-27;2023-08-04;2023-08-08;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;05.965.546/0001-09;COMPANHIA DE ELETRICIDADE DO AMAPÁ - CEA;17.298.092/0001-30;BANCO ITAU BBA  S.A.;COORDENADOR PLENO;PRIMARIA;2;195000;195000000.0;;;Profissional;;N;;Os recursos serão destinados ao custeio das despesas já incorridas e/ou a incorrer relativas ao Projeto, nos termos da Escritura de Emissão e do artigo 2º, parágrafo 1º, da Lei 12.431, e do Decreto 8.874;14/07/2023;CETIP21 - Títulos e Valores Mobiliários, administrado e operacionalizado pela B3;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Corretora de Valores S.A.;;Standard & Poor's Ratings do Brasil Ltda;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;195000;0;0;0;0;0;0;0;0
2428;Automático;SRE/1547/2023;2023-07-28;2023-07-28;2023-08-10;Oferta Encerrada;Debêntures;OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado;N;32.711.933/0001-83;ARTEON  Z TRANSMISSÕES E PARTICIPAÇÕES S.A;13.673.855/0001-25;FRAM CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;ADMINISTRADOR DE CARTEIRA;PRIMARIA;3;40000;40000000.0;;;Profissional;;N;;a totalidade dos Recursos Líquidos (conforme abaixo definido) destinar-se-á ao reembolso de despesas e gastos que tenham ocorrido em prazo igual ou inferior a 24 (vinte e quatro) meses da data do encerramento da Oferta e/ou pagamento de despesas e gastos futuros, em ambos os casos relacionados ao desenvolvimento, construção e operação dos Projetos;28/07/2023;ESCRITURAL;;;;;;;;;S;Melhores Esforços;SA capital fechado;;;VORTX DTVM LTDA;VORTX DTVM LTDA;;;;www.arteonz.com;9;1900;0;0;4;17100;0;0;0;0;0;0;0;0;0;0;1;21000;0;0;0;0;0;0
2511;Automático;SRE/1628/2023;2023-08-09;2023-08-09;2023-08-14;Oferta Encerrada;Debêntures;OPD Aut Profissional - sem bookbuilding;N;40.689.707/0001-71;Ciranda I Holding S.A.;17.298.092/0001-30;BANCO ITAU BBA  S.A.;COORDENADOR PLENO;PRIMARIA;2;285000;285000000.0;;;Profissional;N;N;S;"Realização de investimentos para construção, implementação, operação e manutenção de centrais geradoras solares das SPEs com capacidade total de 148,5 Mwac, denominado Projeto Solar Ciranda I, localizado no município de São José do Belmonte, Estado de Penambuco (""Projeto"").";18/07/2023;"MDA Módulo de Distribuição de Ativos ("" MDA ""), administrado e operacionalizado pela B3 S.A. Brasil, Bolsa, Balcão Balcão B3 B3 "")";;;;;;;;;S;Melhores Esforços;;;;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;https://www.canadiansolar.com.br;0;0;0;0;7;285000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2517;Automático;SRE/1635/2023;2023-08-09;2023-09-04;2023-09-11;Oferta Encerrada;Debêntures;OPD Aut Público em Geral ou Qualificado - com bookbuilding;S;35.593.905/0001-05;CONCESSIONÁRIA ECOVIAS DO CERRADO S.A.;30.306.294/0001-45;BANCO BTG PACTUAL S/A;COORDENADOR PLENO;PRIMARIA;2;640000;640000000.0;;;Qualificado;N;N;N;A totalidade dos recursos líquidos captados pela Emissora por meio das Debêntures serão utilizados exclusivamente no reembolso de gastos ou despesas do Projeto que ocorreram em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de encerramento da Oferta e na realização de investimentos futuros relacionados à implantação do Projeto, nos termos da Lei 12.431.;08/08/2023;CETIP21 - Títulos e Valores Mobiliáriospor meio do;;;;;;;;;S;Garantia Firme de Colocação;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Corretora de Valores S.A.;;Foi contratada, como agência de classificação de risco da oferta, a Standard and Poor's Ratings do Brasil Ltda.;;https://ri.ecorodovias.com.br/debentures-companhias-abertas/ecovias-do-cerrado/;2161;286491;0;0;60;211525;0;0;0;0;0;0;1;34952;0;0;1;106975;0;0;3;57;0;0
2521;Automático;SRE/1634/2023;2023-08-09;2023-08-09;2023-08-17;Oferta Encerrada;Debêntures;OPD Aut Profissional - sem bookbuilding;N;71.304.687/0001-05;Pedra Agroindustrial S.A.;17.298.092/0001-30;BANCO ITAU BBA  S.A.;COORDENADOR PLENO;PRIMARIA;1;200000;200000000.0;;;Profissional;N;N;N;Os recursos obtidos pela Companhia com a Emissão serão integral, única e exclusivamente, destinados ao Projeto de Investimento, considerado prioritário nos termos do artigo 2º da Lei 12.431, do Decreto 8.874 e da Portaria, conforme detalhado na escritura de emissão.;28/07/2023;primário;;;;;;;;;S;Garantia Firme de Colocação;;;;Pentágono S.A. Distribuidora de Títulos e Valores Mobiliários;Itaú Corretora de Valores S.A.;;;;https://www.pedraagroindustrial.com.br/;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;200000;0;0;0;0;0;0;0;0
2560;Automático;SRE/1671/2023;2023-08-14;2023-08-21;2023-08-24;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;30.265.100/0001-00;Eco135 Concessionária de Rodovias S.A.;06.271.464/0001-19;BANCO BRADESCO BBI S.A.;COORDENADOR PLENO;PRIMARIA;2;520000;520000000.0;;;Profissional;;N;;Atendimento das obrigações contratuais para a realização das atividades construção, recuperação, manutenção, monitoração, conservação, implementação de melhorias, ampliação e gerenciamento do Sistema Rodoviário, conforme item 3.1.1 da Escriturade Emissão, definidas até o final do período da concessão, conforme cronograma físico financeiro e parâmetros estabelecidos no Contrato de Concessão.;10/08/2023;CETIP21 - Títulos e Valores Mobiliários, administrado e operacionalizado pela B3;;;;;;;;;S;Melhores Esforços;SA capital fechado;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Banco Bradesco S.A;;n.a.;;;0;0;0;0;35;208000;0;0;0;0;0;0;1;312000;0;0;0;0;0;0;0;0;0;0
2586;Automático;SRE/1694/2023;2023-08-15;2023-08-15;2023-08-21;Oferta Encerrada;Debêntures;OPD Aut Profissional - sem bookbuilding;N;61.082.962/0001-21;Companhia Melhoramentos Norte do Paraná;17.298.092/0001-30;BANCO ITAU BBA  S.A.;COORDENADOR PLENO;PRIMARIA;5;390000;390000000.0;;;Profissional;N;N;N;Nos termos do artigo 2º, parágrafos 1º e 1º-B, da Lei 12.431, do Decreto 8.874, da Resolução CMN 5.034 e da Portaria de Enquadramento, os recursos captados pela Emissora por meio da Emissão das Debêntures serão integralmente utilizados para os reembolsos de gastos, despesas, dívidas ou custeios relacionados ao projeto de ampliação, recuperação e manutenção de áreas de cultivo de cana-de-açúcar destinadas à produção de etanol nas Safras de 2021 e 2022 das unidades produtoras de titularidade da Emissora localizadas nas cidades de Jussara e Nova Londrina, no estado do Paraná.;08/08/2023;primário;;;;;;;;;S;Garantia Firme de Colocação;;;;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;www.cmnp.com.br;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;390000;0;0;0;0;0;0;0;0
2710;Automático;SRE/1812/2023;2023-08-29;2023-09-18;2023-09-22;Oferta Encerrada;Debêntures;OPD Aut Público em Geral ou Qualificado - com bookbuilding - EGEM ou EFRF;S;00.001.180/0001-26;CENTRAIS ELETRICAS BRASILEIRAS SA;46.482.072/0001-13;BTG PACTUAL INVESTMENT BANKING LTDA.;COORDENADOR PLENO;PRIMARIA;4;7000000;7000000000.0;;;Público Geral;;S;N;Debêntures da Primeira Série - Os recursos líquidos captados pela Emissora por meio das Debêntures da Primeira Série serão utilizados exclusivamente para reembolso de gastos, despesas ou dívidas relacionados à implantação dos Projetos, que tenham ocorrido em prazo igual ou inferior a 24 meses contados da data de encerramento da Oferta. Debêntures da Segunda Série - Os recursos líquidos captados pela Emissora por meio da Emissão das Debêntures da Segunda Série serão utilizados para gestão ordinária dos negócios da Emissora, em linha com o Framework.;25/08/2023;CETIP21- Títulos e Valores Mobiliários;;;;;;;;;S;Garantia Firme de Colocação;;;;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIO LTDA.;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIO LTDA.;;;;;17549;1812978;0;0;788;3971875;0;0;4;50682;0;0;2;439929;1;51049;7;650704;0;0;53;22718;4;65
2711;Automático;SRE/1810/2023;2023-08-28;2023-09-26;2023-09-29;Oferta Encerrada;Debêntures;OPD Aut Público em Geral ou Qualificado - com bookbuilding - EGEM ou EFRF;S;07.859.971/0001-30;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;90.400.888/0001-42;BANCO SANTANDER (BRASIL) S.A.;COORDENADOR PLENO;PRIMARIA;14;800000;800000000.0;;S;Público Geral;;S;N;"Nos termos do artigo 2º, parágrafo 1º, da Lei nº 12.431, e do Decreto nº 8.874, a totalidade dos Recursos Líquidos (conforme abaixo definidos) captados pela Emissora por meio da colocação de Debêntures será utilizada, única e exclusivamente, para investimento, pagamento futuro ou reembolso de gastos, despesas ou dívidas relacionadas aos Projetos, conforme detalhados: ""Projeto Novatrans"" R$200.000.000,00 (duze ""Projeto Ananaí"" R$300.000.000,00 (trezentos milhões de reais) ""Projeto Pitiguari"" R$200.000.000,00 (duzentos milhões de reais) ""Projeto Saíra"" R$100.000.000,00 (cem milhões de reais).";11/08/2023;"MDA - Módulo de Distribuição de Ativos (""MDA"") e CETIP21 - Títulos e Valores Mobiliários (""CETIP21"")";;;;;;;;;S;Garantia Firme de Colocação;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;BANCO BRADESCO S.A.;;Fitch Ratings Brasil Ltda.;;https://ri.taesa.com.br/;8371;549510;0;0;33;67563;0;0;0;0;0;0;4;40971;3;38895;0;0;0;0;57;5869;0;0
2749;Automático;SRE/1850/2023;2023-09-01;2023-09-13;2023-09-19;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - EGEM ou EFRF;S;02.387.241/0001-60;RUMO S.A.;90.400.888/0001-42;BANCO SANTANDER (BRASIL) S.A.;COORDENADOR PLENO;PRIMARIA;17;1500000;1500000000.0;;;Profissional;N;S;N;Nos termos do artigo 2º da Lei n.º 12.431, do Decreto n.º 8.874, da Portaria 106/21, da Resolução do Conselho Monetário Nacional ( CMN ) n.º 5.034, de 21 de janeiro de 2022 ( Resolução CMN 5.034 ) e da Portaria do Ministério de Infraestrutura, a totalidade dos recursos líquidos captados pela Emissora por meio das Debêntures destinar-se-á, única e exclusivamente, para investimentos, pagamentos futuros ou reembolso de gastos, despesas ou dívidas relacionadas ao projeto de investimento em infraestrutura na área do transporte e logística no setor ferroviário da Rumo Malha Paulista S.A.;25/08/2023;B3 S.A. - Brasil, Bolsa, Balcão;;;;;;;;;S;Garantia Firme de Colocação;;;;Pentágono S.A. Distribuidora de Títulos e Valores Mobiliários S.A.;Itaú Corretora de Valores S.A.;;Fitch Ratings;;https://ri.rumolog.com/;154;120200;0;0;49;229360;0;0;0;0;0;0;3;1000640;1;99800;1;50000;0;0;0;0;0;0
2787;Automático;SRE/1882/2023;2023-09-05;2023-09-28;2023-10-02;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;32.161.500/0001-00;CONCESSIONÁRIA DAS RODOVIAS INTEGRADAS DO SUL S.A.;33.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES;COORDENADOR PLENO;PRIMARIA;1;900000;900000000.0;;;Profissional;N;N;N;A totalidade dos Recursos Líquidos captados por meio da Oferta será destinada, nos termos do artigo 2º, parágrafo 1º, da Lei 12.431, e do Decreto 8.874, no reembolso de despesas efetuadas nos 24 (vinte e quatro) meses anteriores à data de encerramento da Oferta e a novos investimentos relacionados à exploração do Projeto, conforme definido nos documentos da Oferta.;14/08/2023;CETIP21 - Títulos e Valores Mobiliários;;;;;;;;;S;Melhores Esforços;;;;Oliveira Trust Distribuidora de Títulos e Valores Mobiliários SA;Banco Bradesco SA;;;;https://www.ccrviasul.com.br/;0;0;0;0;0;0;0;0;0;0;0;0;1;900000;0;0;0;0;0;0;0;0;0;0
2788;Automático;SRE/1881/2023;2023-09-05;2023-10-09;2023-10-16;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;42.276.907/0001-28;VLI Multimodal S.A.;17.298.092/0001-30;BANCO ITAU BBA  S.A.;COORDENADOR PLENO;PRIMARIA;4;1000000;1000000000.0;;;Profissional;;N;;implementação e desenvolvimento do projeto de investimento em infraestrutura da controlada da Emissora denominada Ferrovia Centro Atlântica S.A. ( Projeto ), pagamento de gastos e dívidas futuras do Projeto e (iii) reembolso de despesas do Projeto;31/08/2023;CETIP 21;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Unibanco S.A.;;Fitch Ratings Brasil LTDA;;;1251;496000;0;0;18;139000;0;0;0;0;0;0;0;0;1;365000;0;0;0;0;0;0;0;0
2794;Automático;SRE/1896/2023;2023-09-06;2023-09-14;2023-09-18;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - EGEM ou EFRF;S;16.404.287/0001-55;SUZANO S.A.;17.298.092/0001-30;BANCO ITAU BBA  S.A.;COORDENADOR PLENO;PRIMARIA;10;2000000;2000000000.0;;;Profissional;N;N;N;Os recursos serão destinados ao custeio das despesas já incorridas e/ou a incorrer relativas ao Projeto, nos termos da Escritura de Emissão e do artigo 2º, parágrafo 1º, da Lei 12.431, e do Decreto 8.874;05/09/2023;CETIP21 - Títulos e Valores Mobiliários, administrado e operacionalizado pela B3;;;;;;;;;S;Garantia Firme de Colocação;;;;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;Fitch Ratings Brasil Ltda.;;https://ri.suzano.com.br/Portuguese/home/default.aspx;701;418604;0;0;110;621740;0;0;0;0;0;0;1;104099;4;855557;0;0;0;0;0;0;0;0
2806;Automático;SRE/1899/2023;2023-09-06;2023-09-28;2023-09-29;Oferta Encerrada;Debêntures;OPD Aut Público em Geral ou Qualificado - com bookbuilding;S;11.669.021/0001-10;ENAUTA PARTICIPAÇÕES S.A.;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;COORDENADOR PLENO;PRIMARIA;2;1100000;1100000000.0;;S;Qualificado;N;N;N;Os recursos líquidos das Debêntures da 1ª Série e das Debêntures da 3ª Série serão utilizados exclusivamente para (i) reembolso de gastos, despesas ou dívidas relacionadas à implantação do Projeto, ocorridas nos 24 meses imediatamente anteriores à data de encerramento da Oferta e/ou (ii) pagamento futuro de gastos, despesas e/ou dívidas a serem incorridos a partir da Data de Emissão e relacionados ao Projeto, nos termos da Lei 12.431. Os recursos captados pela Emissora por meio da integralização das Debêntures da 2ª Série serão utilizados para o reforço do capital de giro da Emissora.;05/09/2023;B3 S.A. - Brasil, Bolsa, Balcão - Balcão B3;;;;;;;;;S;Misto;;;;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;;20300;1041577;1;30;2;1700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;56692;1;1
2860;Automático;SRE/1942/2023;2023-09-13;2023-10-17;2023-10-23;Oferta Encerrada;Debêntures;OPD Aut Público em Geral ou Qualificado - com bookbuilding - EGEM ou EFRF;S;00.864.214/0001-06;ENERGISA SA;17.298.092/0001-30;BANCO ITAU BBA  S.A.;COORDENADOR PLENO;PRIMARIA;19;1837000;1837000000.0;;S;Público Geral;;N;S;A totalidade dos recursos captados pela Emissora por meio da emissão das Debêntures da Primeira Série e das Debêntures da Segunda Série será destinada para o financiamento futuro dos projetos de investimento em infraestrutura de distribuição, transmissão e geração de energia elétrica.A totalidade dos recursos captados pela Emissora por meio da emissão das Debêntures da Terceira Série e das Debêntures da Quarta Série será destinada à gestão ordinária dos negócios da Emissora.;13/09/2023;negociação no mercado secundário por meio do CETIP21;;;;;;;;;S;Garantia Firme de Colocação;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Corretora de Valores S.A.;;Fitch Ratings Brasil Ltda.;;;5805;435649;0;0;157;540944;0;0;0;0;0;0;0;0;5;851732;0;0;0;0;44;8672;2;3
2878;Automático;SRE/1954/2023;2023-09-14;2023-09-14;2023-09-25;Oferta Encerrada;Debêntures;OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado;N;44.373.108/0001-03;COCAL COMÉRCIO INDÚSTRIA CANAÃ AÇÚCAR E ÁLCOOL S.A.;17.298.092/0001-30;BANCO ITAU BBA  S.A.;COORDENADOR PLENO;PRIMARIA;1;500000;500000000.0;;;Profissional;;N;;Desenvolvimento, a construção e a operação do Projeto de Investimento, bem como para reembolso de gastos e despesas com o Projeto de Investimento, considerados prioritários nos termos do artigo 2º da Lei 12.431;22/08/2023;Mercado primário por meio do MDA, mercado secundário por meio do CETIP21;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Unibanco S.A.;;;;https://ri.cocal.com.br/ri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;500000;0;0;0;0;0;0;0;0
2994;Automático;SRE/2060/2023;2023-09-22;2023-09-27;2023-09-29;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;23.758.522/0001-52;CELSE - CENTRAIS ELÉTRICAS DE SERGIPE S.A>;17.298.092/0001-30;BANCO ITAU BBA  S.A.;COORDENADOR PLENO;PRIMARIA;2;5000000;5000000000.0;;;Profissional;;N;;Pagamento de dívidas e reembolso de despesas de projetos prioritários;21/09/2023;CETIP21 - Títulos e Valores Mobiliários;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Unibanco S.A.;;Standard & Poor's Ratings do Brasil Ltda;;;0;0;0;0;0;0;0;0;0;0;0;0;2;2000000;3;3000000;0;0;0;0;0;0;0;0
3018;Automático;SRE/2080/2023;2023-09-25;2023-09-28;2023-10-06;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;32.184.487/0001-04;PAMPA TRANSMISSÃO DE ENERGIA S.A.;59.588.111/0001-03;BANCO VOTORANTIM SA;COORDENADOR PLENO;PRIMARIA;2;140000;140000000.0;;;Profissional;;N;;Implantação das instalações de transmissão objeto do Contrato de Concessão do Serviço Público de Transmissão de Energia Elétrica nº 13/2019-ANEEL, de 22/03/2019, licitadas por meio do Lote 13 do Leilão ANEEL nº 04/2018, realizado em 20/12/2018, localizadas no Estado do Rio Grande do Sul.;14/09/2023;MDA - Módulo de Distribuição de Ativos, administrado e operacionalizado pela B3 S.A. - Brasil, Bolsa, Balcão - Balcão B3;;;;;;;;;S;Melhores Esforços;SA capital fechado;;;Oliveira Trust Distribuidora de Títulos e Valores Mobiliários S.A.;Oliveira Trust Distribuidora de Títulos e Valores Mobiliários S.A.;;S&P Global Ratings;;;0;0;0;0;80;100000;0;0;0;0;0;0;0;0;0;0;1;40000;0;0;0;0;0;0
3041;Automático;SRE/2102/2023;2023-09-27;2023-10-23;2023-10-26;Oferta Encerrada;Debêntures;OPD Aut Público em Geral ou Qualificado - com bookbuilding - EGEM ou EFRF;S;02.998.611/0001-04;CTEEP CIA TRANSM ENERGIA ELÉTR. PAULISTA;46.482.072/0001-13;BTG PACTUAL INVESTMENT BANKING LTDA.;COORDENADOR PLENO;PRIMARIA;14;1900000;1900000000.0;;S;Público Geral;;S;N;Nos termos do artigo 2º, parágrafos 1º e 1º-A, da Lei 12.431 e do Decreto 8.874, da Resolução CMN 5.034 e das Portarias, a totalidade dos recursos líquidos captados pela Emissora por meio das Debêntures serão utilizados exclusivamente e integralmente no reembolso de gastos ou despesas dos Projetos que ocorreram em prazo igual ou inferior a 24 meses contados da data de encerramento da Oferta e na realização de investimentos futuros relacionados à implantação do Projeto, nos termos da Lei 12.431, e em linha com o Framework (conforme definido na Escritura de Emissão).;25/09/2023;CETIP21;;;;;;;;;S;Garantia Firme de Colocação;;;;OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;"Foi contratada, como agência de classificação de risco da oferta, a Fitch Ratings (""Agência de Classificação de Risco"") para atribuir classificação de risco às Debêntures. A Agência de Classificação de Risco atribuiu rating preliminar Fitch AAA(bra) para as Debêntures. O relatório de rating deverá ser atualizado anualmente, a partir da data de emissão do relatório vigente na primeira Data de Integralização, até a Data de Vencimento.";;www.isacteep.com.br/ri;4462;454277;0;0;11;12450;0;0;0;0;0;0;0;0;5;1431767;0;0;0;0;15;1506;0;0
3166;Automático;SRE/2222/2023;2023-10-03;2023-10-09;2023-10-11;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;08.827.501/0001-58;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;17.298.092/0001-30;BANCO ITAU BBA  S.A.;COORDENADOR PLENO;PRIMARIA;18;2685650;2685650000.0;;;Profissional;N;N;N;"De acordo com o artigo 1º, parágrafo 1º da Lei 12.431, os recursos líquidos obtidospela Emissora por meio da Emissão serão utilizados exclusivamente para o pagamento futuroou o reembolso de gastos, despesas ou dívidas que ocorreram em prazo igual ou inferior a24 (vinte e quatro) meses contados da data de divulgação do Anúncio de Encerramento esejam relacionados aos projetos de investimento descritos no Anexo I desta Escritura deEmissão (""Projetos de Investimento""), o qual a Emissora declara enquadrar-se como projetosde investimento para fins do artigo 1º da Lei 12.431.";02/10/2023;MDA (Primário) e CETIP (Secundário);;;;;;;;;S;Melhores Esforços;;;;OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;;0;0;0;0;31;50000;0;0;0;0;0;0;0;0;2;30000;1;20000;1;2585650;0;0;0;0
3188;Automático;SRE/2245/2023;2023-10-04;2023-10-13;2023-10-17;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;01.417.222/0001-77;MRS LOGÍSTICA S/A;90.400.888/0001-42;BANCO SANTANDER (BRASIL) S.A.;COORDENADOR PLENO;PRIMARIA;11;2000000;2000000000.0;;;Profissional;N;N;N;4.1.Os recursos líquidos obtidos pela Emissora por meio das Debêntures serão integralmente destinados para o reembolso de gastos, despesas e/ou dívidas relacionados ao Projeto de Investimento que tenham ocorrido em prazo igual ou inferior 24 (vinte e quatro) meses contados da data de encerramento da Oferta, o qual foi enquadrado pelo Ministério da Infraestrutura como prioritário, conforme a Lei 12.431 e o Decreto 8.874. Portaria nº 1.520 de 8 de novembro de 2022 do Ministério de Infraestrutura;02/10/2023;CETIP21, administrado e operacionalizado pela B3 S.A. - Brasil, Bolsa, Balcão - Balcão B3;;;;;;;;;S;Garantia Firme de Colocação;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Corretora de Valores S.A.;;Fitch Ratings;;;1768;116768;0;0;84;752366;0;0;0;0;0;0;1;226173;1;301564;2;603129;0;0;0;0;0;0
